; Rank;Company;Country;Sales;Assets;Market Value;Sector;Industry;Snippet
67;68;Prudential;United Kingdom;96.9;569;53.7;Financials;Life & Health Insurance;Prudential Financial, Inc. ist ein US-amerikanisches Unternehmen mit Sitz in Newark, New Jersey. Das Unternehmen ist im Aktienindex S&P 500 gelistet. Prudential Financial wurde 1875 gegründet. Geleitet wird das Unternehmen von John Strangfeld. Pru…Neuer Inhalt wird bei Auswahl oberhalb des aktuellen Fokusbereichs hinzugefügtPrudential Financial, Inc. ist ein US-amerikanisches Unternehmen mit Sitz in Newark, New Jersey. Das Unternehmen ist im Aktienindex S&P 500 gelistet. Prudential Financial wurde 1875 gegründet. Geleitet wird das Unternehmen von John Strangfeld. Prudential Financial beschäftigt rund 49.000 Mitarbeiter. Das Unternehmen bietet für seine Kunden Versicherungen verschiedener Art. 1981 erwarb das Prudential Financial das US-amerikanische Unternehmen Bache & Co. Das Firmenlogo ist der Fels von Gibraltar.
68;69;Prudential Financial;United States;56.3;784;45.6;Financials;Life & Health Insurance;Prudential Financial, Inc. ist ein US-amerikanisches Unternehmen mit Sitz in Newark, New Jersey. Das Unternehmen ist im Aktienindex S&P 500 gelistet. Prudential Financial wurde 1875 gegründet. Geleitet wird das Unternehmen von John Strangfeld. Pru…Neuer Inhalt wird bei Auswahl oberhalb des aktuellen Fokusbereichs hinzugefügtPrudential Financial, Inc. ist ein US-amerikanisches Unternehmen mit Sitz in Newark, New Jersey. Das Unternehmen ist im Aktienindex S&P 500 gelistet. Prudential Financial wurde 1875 gegründet. Geleitet wird das Unternehmen von John Strangfeld. Prudential Financial beschäftigt rund 49.000 Mitarbeiter. Das Unternehmen bietet für seine Kunden Versicherungen verschiedener Art. 1981 erwarb das Prudential Financial das US-amerikanische Unternehmen Bache & Co. Das Firmenlogo ist der Fels von Gibraltar.
69;70;Oracle;United States;37.4;125.4;182.2;Information Technology;Software & Programming;https://www.oracle.com/deDie Oracle Cloud Infrastructure-Plattform wurde für Unternehmen entwickelt, die Höchstleistungen bei der Performance erwarten und gleichzeitig einfache Migration der On-Premises-Anwendungen in die Cloud benötigen. Überblick über Cloud Infrastructure. Melden Sie …
70;71;China State Construction Engineering;China;140.8;201.4;43.2;Industrials;;Die China State Construction Engineering Corporation, kurz CSCEC, ist das größte Bauunternehmen und der größte internationale Generalunternehmer der Volksrepublik China.
71;72;Citic Pacific;Hong Kong;49.1;933.6;41.4;Materials;Iron & Steel;CITIC Pacific ist ein Konzern mit Sitz in Hongkong, Volksrepublik China, und wurde 1990 gegründet. Das Unternehmen ist im Hang Seng Index gelistet. Das Unternehmen ist ein Tochterunternehmen von CITIC. Vorstandsvorsitzender ist gegenwärtig Zhen Ch…Neuer Inhalt wird bei Auswahl oberhalb des aktuellen Fokusbereichs hinzugefügtCITIC Pacific ist ein Konzern mit Sitz in Hongkong, Volksrepublik China, und wurde 1990 gegründet. Das Unternehmen ist im Hang Seng Index gelistet. Das Unternehmen ist ein Tochterunternehmen von CITIC. Vorstandsvorsitzender ist gegenwärtig Zhen Chang. CITIC Pacific beschäftigt 2017 ca. 243.000 Personen.
72;73;Boeing;United States;94.6;90;108.8;Industrials;Aerospace & Defense;Boeing reagiert auf die Genehmigung der EASA für die Wiederinbetriebnahme der 737 MAX Boeing in Deutschland EcoDemonstrator kommt nach Frankfurt @BoeingDACH Deutsches Team für H-47 Chinook. 737 MAX Updates. Aktuelle Informationen, Updates und Statements zur 737 MAX. Mehr erfahren. Boeing in Deutschland . Boeings erfolgreiche Partnerschaft mit Deutschland. Mehr …
73;74;Honda Motor;Japan;127.9;161.8;51.4;Consumer Discretionary;Auto & Truck Manufacturers;https://www.honda.de/motorcycles60 Jahre Honda in Deutschland! Das ist ein Grund zum Feiern! sichern Sie sich eins der Sondereditionsmodelle der legendären Africa Twin und Africa Twin Adventure Sports mit einem Preisvorteil von bis zu 1.103,– €*, inklusive Frühstarterbonus beträgt …
74;75;China Minsheng Banking;China;40.2;848.7;43.7;Financials;Regional Banks;China Minsheng Bank (chinesisch 中国民生银行, Pinyin Zhōngguó Mínshēng Yínháng, CMBC) ist ein chinesisches Unternehmen mit Firmensitz in Peking. Das Unternehmen ist im Aktienindex SSE 50 gelistet. Das Unternehmen wurde am 12. Januar 1996 gegründet. Das Unternehmen war … China Minsheng Bank (chinesisch 中国民生银行, Pinyin Zhōngguó Mínshēng Yínháng, CMBC) ist ein chinesisches Unternehmen mit Firmensitz in Peking. Das Unternehmen ist im Aktienindex SSE 50 gelistet. Das Unternehmen wurde am 12. Januar 1996 gegründet. Das Unternehmen war als erste Kreditbank überwiegend im Besitz privater Unternehmen. China Minsheng Bank hat über 200 Bankfilialen in China.
75;76;Westpac Banking Group;Australia;27. Aug;642.7;86.1;Financials;Major Banks;NaN
76;77;Deutsche Telekom;Germany;80.9;156.6;80;Telecommunication Services;Telecommunications services;https://www.telekom.deAktuelle Telekom Angebote für Mobilfunk (5G/LTE), Festnetz und Internet, TV & mehr. Alles aus einer Hand: für zuhause & unterwegs. Erleben was verbindet!
77;78;China Citic Bank;China;39.7;853.5;43.1;Financials;Regional Banks;China CITIC Bank ist die siebtgrößte chinesische Darlehensbank in der Kategorie Aktivposten. Das Unternehmen wurde im Februar 1987 als umfassende und internationale Bank gegründet und ist im Aktienindex SSE 50 gelistet.
78;79;Roche Holding;Switzerland;51.3;75.6;219.3;Health Care;Pharmaceuticals;18.05.2020 · Wir sind die zweitgrößte Ländervertretung innerhalb des weltweiten Roche Konzerns. Was uns auszeichnet: In Deutschland sind beide Geschäftsbereiche, Pharma und Diagnostics, über die gesamte Wertschöpfungskette vertreten: von Forschung und Entwicklung über Produktion, Logistik bis hin zu Marketing und Vertrieb unserer innovativen Produkte.
79;80;UBS;Switzerland;38;920;60;Financials;Investment Services;https://www.ubs.com/de/de.html28.02.2021 · UBS ist ein globales Finanzinstitut mit Niederlassungen in mehr als 50 Ländern. Besuchen Sie unsere Website und erfahren Sie, was wir in Ihrem Land anbieten.
80;81;Bank of Nova Scotia;Canada;26. Jul;680.3;70.5;Financials;Major Banks;9 Zeilen · 05.06.2020 · Hier erhalten Sie eine Übersicht über die Dividendenzahlung und …
81;82;Rosneft;Russia;74.9;193.2;62.4;Energy;Oil & Gas Operations;23.05.2021 · Aktuelle Nachrichten zum russischen Ölkonzern Rosneft im Überblick: Hier finden Sie alle Meldungen und Informationen der FAZ zum staatlichen Ölkonzern Rosneft.
82;83;Amazon.com;United States;136;86;427;Consumer Discretionary;Internet & Catalog Retail;https://www.amazon.deEntdecken, shoppen und einkaufen bei Amazon.de: Günstige Preise für Elektronik & Foto, Filme, Musik, Bücher, Games, Spielzeug, Sportartikel, Drogerie & mehr bei ...
83;84;PepsiCo;United States;62.8;74.1;159.4;Consumer Staples;Beverages;https://www.pepsico.dePepsiCo wurde 2021 erstmals als „Global Top Employer“ ausgezeichnet und ist damit einer der weltweit 16 besten Arbeitgeber – in Deutschland gehört PepsiCo erneut zu den Top-3-Arbeitgebern des Landes. Pressemitteilungen. Aktuelle Storys. PEPSICO SOCIAL.
84;85;Sumitomo Mitsui Financial;Japan;30. Mai;1648.8;48.1;Financials;Major Banks;NaN
85;86;Coca-Cola;United States;41.5;87.3;182.9;Consumer Staples;Beverages;https://www.coca-cola-deutschland.deCoca-Cola in Deutschland: Erfahre hier, wer wir sind, welche Getränke wir anbieten und woran wir gerade arbeiten. Mehr lesen...
86;87;United Technologies;United States;57.4;89.7;90.6;Industrials;Conglomerates;Die United Technologies Corporation war ein US-amerikanischer, weltweit vertretener Hersteller von Technologieprodukten mit Hauptsitz im Gold Building in Hartford, Connecticut. Die Aktie der United Technologies Corporation wurde unter dem Sy…Neuer Inhalt wird bei Auswahl oberhalb des aktuellen Fokusbereichs hinzugefügtDie United Technologies Corporation war ein US-amerikanischer, weltweit vertretener Hersteller von Technologieprodukten mit Hauptsitz im Gold Building in Hartford, Connecticut. Die Aktie der United Technologies Corporation wurde unter dem Symbol UTX an der New York Stock Exchange gehandelt und war ein Bestandteil des Dow Jones Industrial Average.
87;88;Sanofi;France;37.4;110.4;116.1;Health Care;Pharmaceuticals;https://www.sanofi.deSanofi erforscht, entwickelt und vermarktet therapeutische Lösungen – als lebenslanger Begleiter in Gesundheitsfragen. Der Hauptsitz des Konzerns ist in Paris. Die deutsche Landesgesellschaft unterhält ihren größten Standort in Frankfurt am Main. Mehr erfahren. Beginnen Sie Ihre Karriere bei uns . Erfahren Sie mehr zu den Karrieremöglichkeiten bei uns und zum Bewerbungsprozess. Arbeiten ...
88;89;Bayer;Germany;51.8;90.1;94.4;Materials;Diversified Chemicals;https://www.bayer.com/de27.05.2021 · Bayer ist ein Innovationsunternehmen mit einer über 150-jährigen Geschichte. Unsere wissenschaftlichen Erfolge sollen helfen, das Leben der Menschen zu verbessern. Übersicht; Neues aus dem Bereich Innovation. Bessere Ernten, gesunde Familien; Leaps by Bayer; Forschung und Entwicklung. Auf einen Blick; Gesundheit ; Ernährung; Unsere Forscher; Open Innovation; Soziale …
89;90;Mizuho Financial;Japan;29;1752.3;44.4;Financials;Major Banks;Die K.K. Mizuho Financial Group ist eines der größten Finanzdienstleistungsunternehmen der Welt. Der Sitz des japanischen Unternehmens befindet sich im Marunouchi-Viertel des Stadtbezirks Chiyoda in Tokio.
90;91;Zurich Insurance Group;Switzerland;67.3;364.3;40;Financials;Diversified Insurance;https://www.zurich.deZurich Versicherung – Finden Sie den passenden Schutz. Die passende Versicherung für Ihre Situation. Wir bei der Zurich Gruppe in Deutschland achten auf Ihre Bedürfnisse und bieten Ihnen einen Schutz, der auf Sie und Ihre persönliche Lebenssituation zugeschnitten ist. Unsere vielfältigen Produkte reichen von alltäglichen Versicherungen wie der Hausratversicherung für Ihre persönlichen ...
91;92;ANZ;Australia;26. Mai;701;68.8;Financials;Major Banks;ANZ offers a range of personal banking services such as internet banking, bank accounts, credit cards, home loans, personal loans, travel and international, investment and insurance. Learn about easy and secure ways to manage your money.
92;93;BASF;Germany;63.7;83.9;91;Materials;Diversified Chemicals;deutschland.basf.comBASF engagiert sich seit Jahren für LGBTI-Anliegen und unter­stützt die Arbeit interner Netz­werke. Gruppen von Mitarbeitenden an verschie­denen Stand­orten welt­weit bieten Beschäftigten die Möglich­keit, sich zu LGBTI-Themen auszu­tauschen, dafür zu sensibi­lisieren und aktiv für Vielfalt einzutreten. Offenheit gehört zu unseren Werten und ist entscheidend für unseren Erfolg ...
93;94;Walgreens Boots Alliance;United States;116.1;72.5;89;Consumer Discretionary;;06.06.2020 · Walgreens Boots Alliance Inc. ist ein weltweit agierender Einzelhandelskonzern in der Drogeriebranche. Das Unternehmen ist mit über 20.000 Filialen unter den Marktführern in den Vereinigten Staaten.
94;95;Nissan Motor;Japan;105.9;157.3;38.4;Consumer Discretionary;Auto & Truck Manufacturers;NISSAN JUKE EURO 6D FULL VISIA 1.0 DIG-T 6MT 84kW (114 PS) Fahrzeugpreis: € 17.329,–, inkl. € 2.661,– NISSAN Rabatt, zzgl. € 790,– Überführungkosten. Leasingsonderzahlung € 0, Laufzeit 36 Monate (36 Monate à € 169,–), 30.000km Gesamtlaufleistung, eff. Jahreszins 0%, Sollzinssatz gebunden 0%, Gesamtbetrag inkl ...
95;96;US Bancorp;United States;22;451;86.6;Financials;Major Banks;U.S. Bancorp ist ein Finanzunternehmen aus den Vereinigten Staaten mit Firmensitz in Minneapolis, Minnesota. Das Unternehmen ist im Aktienindex S&P 500 gelistet und ist die fünftgrößte Bank in den Vereinigten Staaten. Die Gesamtsumme der Ein…Neuer Inhalt wird bei Auswahl oberhalb des aktuellen Fokusbereichs hinzugefügtU.S. Bancorp ist ein Finanzunternehmen aus den Vereinigten Staaten mit Firmensitz in Minneapolis, Minnesota. Das Unternehmen ist im Aktienindex S&P 500 gelistet und ist die fünftgrößte Bank in den Vereinigten Staaten. Die Gesamtsumme der Einlagen liegt bei $341 Milliarden.
96;97;American Express;United States;34;158.9;70.1;Financials;Consumer Financial Services;https://www.americanexpress.com/de-deWillkommen bei American Express, Anbieter von Kreditkarten, Reise- und Versicherungsleistungen. Beantragen Sie eine Amex Karte oder verwalten Ihr Kartenkonto
97;98;Hon Hai Precision;Taiwan;135.2;80.4;54.4;Information Technology;Electronics;Die Hon Hai Precision Industry Co., Ltd. ist ein multinationales Unternehmen, das unter dem Namen Foxconn Technology Group auf dem Markt auftritt. Es wurde 1974 von Terry Gou als Hersteller von Kunststoffprodukten gegründet. Seit 1991 ist da…Neuer Inhalt wird bei Auswahl oberhalb des aktuellen Fokusbereichs hinzugefügtDie Hon Hai Precision Industry Co., Ltd. ist ein multinationales Unternehmen, das unter dem Namen Foxconn Technology Group auf dem Markt auftritt. Es wurde 1974 von Terry Gou als Hersteller von Kunststoffprodukten gegründet. Seit 1991 ist das Unternehmen an der taiwanischen Börse notiert. Heute ist es einer der größten Fertigungsbetriebe für elektronische Produkte weltweit. Im Februar 2016 kündigte Foxconn an, 66 % der Anteile des stark angeschlagenen Elektronikkonzerns Sharp zunächst für 700 Mrd. Yen zu erwerben. Nach Bekanntwerden von Sharps zu erwartendem Verlust von etwa 170 Mrd. Yen im Geschäftsjahr 2015/16 wurde jedoch ein Betrag von etwa 389 Mrd. Yen vereinbart. Am 2. April 2016 wurde der Vertrag unterzeichnet, wonach die Anteile für 388,8 Milliarden Yen an Foxconn gehen. Es ist das erste Mal, dass Anteile eines japanischen Elektronikkonzerns von einem ausländischen Unternehmen erworben wurden.
98;99;Enel;Italy;75.9;164.1;47.5;Utilities;Electric Utilities;05.06.2020 · Enel S.p.A. ist eine in Italien angesiedelte internationale Gruppe von Stromanbietern, mit Aktivitäten in den Bereichen Stromerzeugung, Transport, Verteilung und Stromversorgung. Das …
99;100;Merck;United States;39.6;95.4;173.3;Health Care;Pharmaceuticals;https://www.merckmillipore.com/DEMerck Millipore bietet Chemikalien für Anwendungen im Labor und in der Industrie. Biowissenschaften, Biopharmazeutika, Nahrungsmittel, Kosmetik, LCDs, Pharmazeutika, …
100;101;National Australia Bank;Australia;24. Feb;595.3;65;Financials;Major Banks;21 Zeilen · 12.05.2021 · National Australia Bank Anleihen: Hier finden Sie eine Auflistung über alle …
101;102;PetroChina;China;214.8;344.9;204.5;Energy;Oil & Gas Operations;Die PetroChina Company Limited ist der größte chinesische Ölkonzern mit einem Netz von über 18.000 Tankstellen und damit eines der größten börsennotierten Unternehmen der Welt.
102;103;Unilever;Netherlands;58.3;59.5;143.9;Consumer Staples;Food Processing;https://www.unilever.deUnilever DACH | Unilever in Deutschland, Österreich und der Schweiz. Neuigkeiten. Unilever-MitarbeiterInnen gestalten die Zukunft der Arbeit im Herzen der Hansestadt. Unilever bezieht neue Firmenzentrale im Nikolaiquartier. Mehr erfahren Alle Pressemitteilungen und Artikel ansehen. Fast Food Revolution von Burger King® und The Vegetarian Butcher.
103;104;Hyundai Motor;South Korea;80.7;148.1;34.2;Consumer Discretionary;Auto & Truck Manufacturers;https://www.hyundai.deHyundai Deutschland: Aktionen und neue Modelle entdecken: Elektro Autos, Hybrid oder Wasserstoff – mit 5 Jahren Garantie!
104;105;BBVA-Banco Bilbao Vizcaya;Spain;27. Mrz;771.9;49.6;Financials;Major Banks;18 Zeilen · 05.06.2020 · Hier erhalten Sie eine Übersicht über die Dividendenzahlung und …
105;106;Reliance Industries;India;41.8;97.9;71.2;Energy;Oil & Gas Operations;Reliance Industries Limited ist Indiens größtes privates Unternehmen mit Sitz in Mumbai. Das Unternehmen wurde im Jahre 1966 von Dhirubhai Ambani gegründet. Im Jahr 1977 erfolgte der Börsengang an der Bombay Stock Exchange. D…Neuer Inhalt wird bei Auswahl oberhalb des aktuellen Fokusbereichs hinzugefügtReliance Industries Limited ist Indiens größtes privates Unternehmen mit Sitz in Mumbai. Das Unternehmen wurde im Jahre 1966 von Dhirubhai Ambani gegründet. Im Jahr 1977 erfolgte der Börsengang an der Bombay Stock Exchange. Der Konzern wurde 2006, nachdem die Söhne von Dhirubhai Ambani, seine Erben Mukesh Ambani und Anil Ambani sich in der gemeinsamen Leitung zerstritten, geteilt. Mukesh Ambani leitet weiter Reliance Industries, Anil Ambani die Reliance - Anil Dhirubhai Ambani Group.
